url,tipo,descripcion,servicios,datos_contacto,sede
,         Fútbol 5,"        Torneos abiertos y corporativos de futbol 5, los días domingos a partir de las 11:00 hs. (tanto masculinos como femeninos). Premios todas las fechas y al finalizar el torneo a los jugadores y equipos mas destacados. Pelotas profesionales, planilleros y arbitros de primer nivel. Organización de eventos deportivos.","      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla,    Seguridad", Tel.: 15-5961-3952 (Julián) o 15-4972-6268 (Elian) Web: http://www.facebook.com/barrilete5futbol,1 Sedes:  - Sede Villa Crespo: Complejo El Predio 
,"         Fútbol 5, 7 y 8",        Torneos de Fútbol 5 - 7 y 8  FILMAMOS 30´ de TODOS LOS PARTIDOS  PUNTAJE Y COTIZACION de cada JUGADOR  UN PERIODISTA CUBRIENDO cada PARTIDO  San Cristobal - CABA,"      Vestuarios,    Gimnasio,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla,    Estacionamiento"," Tel.: 4941-3800               Fútbol 5, 7 y 8              Torneos de Fútbol 5 - 7 y 8  FILMAMOS 30´ de TODOS LOS PARTIDOS  PUNTAJE Y COTIZACION de cada JUGADOR  UN PERIODISTA CUBRIENDO cada PARTIDO  San Cristobal - CABA           Vestuarios,    Gimnasio,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla,    Estacionamiento           ver todas                          ",2 Sedes:  - Sede San Cristobal: Penalty - Sede San Cristobal: La Plaza 
,         Fútbol 8,"        * Fútbol 8.  * Zona: Belgrano (Fútbol Urbano)  * Horario: Sábados en horario a convenir.  * Edad libre pero oscila entre los 16 y 20 años.  * $1050 por partido + $500 inscripción.  * Fotos en alta definición en Facebook e Instagram y vídeos de algunas jugadas del partido en las historias.  * $1000 de depósito (Es una reserva previsional que se utiliza solamente si el equipo avisa su ausencia sobre la hora o falta al partido, en caso de no suceder nada de eso a lo largo del torneo se devolverá su totalidad. Se puede abonar en cuotas)    Premios:    * El jugador de cada partido (No es necesariamente el mejor de la cancha sino el que más le aportó a su equipo) será elegido una vez finalizado el encuentro y se irá premiado con una Powerade y un descuento de 20% en una tienda de suplementos deportivos.  * El goleador del torneo recibirá una pelota.  * El arquero que menos goles reciba será ganador de un par de guantes.  * El primer lugar se premiará con un trofeo, medallas, e inscripción gratuita a la siguiente edición.  * El segundo lugar será media inscripción gratuita para la siguiente edición.","      Bar / Restaurante,    Vestuarios,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla,    "," Tel.: 1141744316               Fútbol 8              * Fútbol 8.  * Zona: Belgrano (Fútbol Urbano)  * Horario: Sábados en horario a convenir.  * Edad libre pero oscila entre los 16 y 20 años.  * $1050 por partido + $500 inscripción.  * Fotos en alta definición en Facebook e Instagram y vídeos de algunas jugadas del partido en las historias.  * $1000 de depósito (Es una reserva previsional que se utiliza solamente si el equipo avisa su ausencia sobre la hora o falta al partido, en caso de no suceder nada de eso a lo largo del torneo se devolverá su totalidad. Se puede abonar en cuotas)    Premios:    * El jugador de cada partido (No es necesariamente el mejor de la cancha sino el que más le aportó a su equipo) será elegido una vez finalizado el encuentro y se irá premiado con una Powerade y un descuento de 20% en una tienda de suplementos deportivos.  * El goleador del torneo recibirá una pelota.  * El arquero que menos goles reciba será ganador de un par de guantes.  * El primer lugar se premiará con un trofeo, medallas, e inscripción gratuita a la siguiente edición.  * El segundo lugar será media inscripción gratuita para la siguiente edición.           Bar / Restaurante,    Vestuarios,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla,               ver todas   fotos                                      ",1 Sedes:  - Sede Nuñez: Fútbol Urbano 
,         Fútbol 7,,"      Vestuarios,    Bar / Restaurante,    Torneos,    Ayuda Médica ,    Colegios", Tel.: 1160230418 Web: www.torneostdefa.com.ar,1 Sedes:  - Sede Costanera: Parque Norte 
,         Fútbol 5 y 6,"        Somos una organización joven y dinámica dedicada a la organización de competencias deportivas. Actualmente nos abocamos a la realización de torneos abiertos de fútbol amateur. Asimismo, buscamos además gente que mantenga la disciplina para disfrutar y pasar buenos momentos. Somos una organización que desarrolla actividades deportivas con la finalidad de fomentar la competencia, brindar un cálido encuentro deportivo e incrementar la superación personal, promoviendo la salud, la sana competencia y el compañerismo.","      Bar / Restaurante,    Vestuarios,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla,    Torneos,    Salón de Eventos,    "," Tel.: 1534296136               Fútbol 5 y 6              Somos una organización joven y dinámica dedicada a la organización de competencias deportivas. Actualmente nos abocamos a la realización de torneos abiertos de fútbol amateur. Asimismo, buscamos además gente que mantenga la disciplina para disfrutar y pasar buenos momentos. Somos una organización que desarrolla actividades deportivas con la finalidad de fomentar la competencia, brindar un cálido encuentro deportivo e incrementar la superación personal, promoviendo la salud, la sana competencia y el compañerismo.           Bar / Restaurante,    Vestuarios,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla,    Torneos,    Salón de Eventos,               ver todas   fotos                                      ",4 Sedes:  - Sede Hurlingham: Fútbol 10 - Sede Haedo: Zona Gol Oeste - Sede Hurlingham: St Diego - Sede Hurlingham: Match Point 
,         Fútbol 8,"        DIA SABADO DE 17 A 22HS. PRIMERA A Y PRIMERA B, CANCHAS TECHADAS, PASTO SINTETICO CON CAUCHO,ESTACIONAMIENTO,VESTUARIOS Y BAR.  IMPORTANTES PREMIOS Y CAMISETAS.","      Vestuarios,    Gimnasio,    Bar / Restaurante,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    "," Tel.: 1166871507               Fútbol 8              DIA SABADO DE 17 A 22HS. PRIMERA A Y PRIMERA B, CANCHAS TECHADAS, PASTO SINTETICO CON CAUCHO,ESTACIONAMIENTO,VESTUARIOS Y BAR.  IMPORTANTES PREMIOS Y CAMISETAS.           Vestuarios,    Gimnasio,    Bar / Restaurante,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,               ver todas                          ",1 Sedes:  - Sede Almagro: Campus Sport Arena 
,         Fútbol 5,        Torneo femenino de fútbol 5,"      Vestuarios,    Gimnasio,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios", Tel.: 11 4172-2852 Web: www.elpuntinazo.com,1 Sedes:  - Sede Parque Patricios: Il Capo Fútbol 
,"         Fútbol 5, 6, 7, 8 y 9","        Prosur se dedica desde hace 25 años a la organización de eventos deportivos. Enarbolados en la idea de la sana competencia, incluimos a todos que tengan cómo medida pasarla bien entre amigos.  Contacto: Esteban 15-6095-3290","      Vestuarios,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Cumpleaños,    Parrilla,    Estacionamiento,    Ayuda Médica ,    Colegios", Tel.: 116095-3290 Web: www.torneosprosur.com,3 Sedes:  - Sede Wilde: Wilcoop - Sede Floresta: Espíritu Potrero FC - Sede Avellaneda: Complejo Don Bosco 
,         Fútbol 5,"        Viví tu pasión, cada domingo, con tus amigos...  EL torneo de fútbol5 en Buenos Aires 100% grabado !!!    - Canchas techadas   - Arbitros oficiales   - Cesped sintético   - Altos Premios    Ubicación: Goles y Gambettas – Soler 3231 –Palermo– CABA.  Todos los domingos (entre las 18 y las 20hs)    A partir del 4 de septiembre de 2016 – 12 semanas de competición...    10 EQUIPOS - 9 fechas de Grupo + Cuartos + Semis + Finale.  → Fase de Grupo: Todos los equipos enfrentándose en un solo partido (Ida sin vuelta).  → Los 8 mejores equipos pasarán a los cuartos de final, los dos últimos quedarán eliminados.    Premios:  → Partido Elite contra Argentinos Juniors  → Partido Amistoso contra el Internacional de Palermo  → Entradas para ir a la cancha - Primera División AFA  → Camisetas e indumentaria  → Copa / Espumante / Cerveza      ","      Bar / Restaurante,    Vestuarios,    Parrilla,    Ayuda Médica ,    Colegios,    Cumpleaños,    Escuelita de Fútbol,    Torneos,    "," Tel.: 11-5569-8206               Fútbol 5              Viví tu pasión, cada domingo, con tus amigos...  EL torneo de fútbol5 en Buenos Aires 100% grabado !!!    - Canchas techadas   - Arbitros oficiales   - Cesped sintético   - Altos Premios    Ubicación: Goles y Gambettas – Soler 3231 –Palermo– CABA.  Todos los domingos (entre las 18 y las 20hs)    A partir del 4 de septiembre de 2016 – 12 semanas de competición...    10 EQUIPOS - 9 fechas de Grupo + Cuartos + Semis + Finale.  → Fase de Grupo: Todos los equipos enfrentándose en un solo partido (Ida sin vuelta).  → Los 8 mejores equipos pasarán a los cuartos de final, los dos últimos quedarán eliminados.    Premios:  → Partido Elite contra Argentinos Juniors  → Partido Amistoso contra el Internacional de Palermo  → Entradas para ir a la cancha - Primera División AFA  → Camisetas e indumentaria  → Copa / Espumante / Cerveza                 Bar / Restaurante,    Vestuarios,    Parrilla,    Ayuda Médica ,    Colegios,    Cumpleaños,    Escuelita de Fútbol,    Torneos,               ver todas   fotos                                                ",2 Sedes:  - Sede Recoleta: Goles y Gambetas - Sede Balvanera: City Stadium 
,         Fútbol 5 y 6,"        Torneos de fútbol 5 y 6 Femenino y Masculino días sábados y domingos. Canchas de césped sintético, techadas.","      Vestuarios,    Estacionamiento,    Bar / Restaurante,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Parrilla,    Colegios,    ,    Torneos", Tel.: 1556960365 Web: facebook.com/torneosSF,2 Sedes:  - Sede Lomas de Zamora: Lomas de Zamora - Sede Temperley: Temperley 
,         Fútbol 5 y 8,         Torneos futbol 5 y 8.  Días Sábados y días de semana.  Sedes Lanús y Lomas de Zamora.,"      Vestuarios,    Bar / Restaurante,    Torneos,    Cumpleaños,    Estacionamiento,    Seguridad"," Tel.: 1549466227               Fútbol 5 y 8               Torneos futbol 5 y 8.  Días Sábados y días de semana.  Sedes Lanús y Lomas de Zamora.           Vestuarios,    Bar / Restaurante,    Torneos,    Cumpleaños,    Estacionamiento,    Seguridad           ver todas                          ",1 Sedes:  - Sede Lomas de Zamora: La Estancia 
,         Fútbol 8,        Torneo de fútbol 8 filmado en HD con cobertura profesional en la web. Viví el campeonato que revolucionó el fútbol amateur.,"      Vestuarios,    Gimnasio,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Parrilla,    Estacionamiento,    Seguridad"," Tel.: 1526470158               Fútbol 8              Torneo de fútbol 8 filmado en HD con cobertura profesional en la web. Viví el campeonato que revolucionó el fútbol amateur.           Vestuarios,    Gimnasio,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Parrilla,    Estacionamiento,    Seguridad           ver todas   fotos   videos                                                                           ",1 Sedes:  - Sede Martínez: Banade 
,"         Fútbol 5, 6, 7 y 9","        ¿Preferís ­el pasto n­atural o e­l sintétic­o?  En VEXA TO­RNEOS, ten­emos una s­ede para c­ualquiera ­de tus pre­ferencias.­  Fútbol 5, ­7 y 9 masc­ulino y fú­tbol 6 fem­enino.  Abierta la­ inscripci­on todo el­ año. Anot­a a tu equ­ipo y veni­ a jugar, ­nosotros n­os encarga­mos del re­sto.  Golf Villa­ Adelina, ­Canchas de­ pasto nat­ural.  Thames Fút­bol. Canch­as de past­o sintétic­o.  #VEXA #Muc­hoMasQueUn­Torneo","      Vestuarios,    Gimnasio,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla"," Tel.: 1151314558               Fútbol 5, 6, 7 y 9              ¿Preferís ­el pasto n­atural o e­l sintétic­o?  En VEXA TO­RNEOS, ten­emos una s­ede para c­ualquiera ­de tus pre­ferencias.­  Fútbol 5, ­7 y 9 masc­ulino y fú­tbol 6 fem­enino.  Abierta la­ inscripci­on todo el­ año. Anot­a a tu equ­ipo y veni­ a jugar, ­nosotros n­os encarga­mos del re­sto.  Golf Villa­ Adelina, ­Canchas de­ pasto nat­ural.  Thames Fút­bol. Canch­as de past­o sintétic­o.  #VEXA #Muc­hoMasQueUn­Torneo           Vestuarios,    Gimnasio,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Ayuda Médica ,    Cumpleaños,    Colegios,    Parrilla           ver todas                          ",1 Sedes:  - Sede San Isidro: Thames Futbol 
,         Fútbol 5,        Torneo de Fútbol en San Justo.,"      Vestuarios,    Bar / Restaurante,    Escuelita de Fútbol,    Cumpleaños,    Parrilla"," Tel.: 1540991510               Fútbol 5              Torneo de Fútbol en San Justo.           Vestuarios,    Bar / Restaurante,    Escuelita de Fútbol,    Cumpleaños,    Parrilla           ver todas                          ",1 Sedes:  - Sede Lomas del Mirador: Volver al Potrero 
,         Fútbol 5,"        Los partidos se juegan dentro y fuera de la cancha. Notas, entrevistas, resumenes con puntajes individuales, videos, seleccion de la fecha, definicion con calidad. Servicios especializados a cada jugador.","      Vestuarios,    Bar / Restaurante,    Estacionamiento", Tel.: 1537799309 Web: https://www.facebook.com/torneoshd/,
,         Fútbol 5,,"      Vestuarios,    Gimnasio,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Parrilla,    Estacionamiento,    Seguridad,    Ayuda Médica ,    Cumpleaños,    Colegios,    "," Tel.: 1561335249               Fútbol 5            Vestuarios,    Gimnasio,    Bar / Restaurante,    Torneos,    Escuelita de Fútbol,    Parrilla,    Estacionamiento,    Seguridad,    Ayuda Médica ,    Cumpleaños,    Colegios,               ver todas                          ",4 Sedes:  - Sede Martínez: Banade - Sede Boulogne: Acassuso - Sede Nuñez: Urbano - Sede Saavedra: Saavedra Parque Fútbol 
,         Fútbol 5 y 9,"        Hola a todos, nos encontramos en los barrios de Villa Devoto, Paternal, Villa del Parque y Santa Rita. Tenemos torneos de Fútbol 5 y Fútbol 9. Contamos con torneos Juveniles y Libres dividido en divisiones en las que podes ascender o descender. Contamos con muy buenos premios, pero dejamos en claro que lo principal es divertirse y pasar un buen rato con amigos. Los esperamos!","      Vestuarios,    Bar / Restaurante,    Escuelita de Fútbol,    Cumpleaños,    Torneos,    Colegios,    Ayuda Médica ,    "," Tel.: 1168906762               Fútbol 5 y 9              Hola a todos, nos encontramos en los barrios de Villa Devoto, Paternal, Villa del Parque y Santa Rita. Tenemos torneos de Fútbol 5 y Fútbol 9. Contamos con torneos Juveniles y Libres dividido en divisiones en las que podes ascender o descender. Contamos con muy buenos premios, pero dejamos en claro que lo principal es divertirse y pasar un buen rato con amigos. Los esperamos!           Vestuarios,    Bar / Restaurante,    Escuelita de Fútbol,    Cumpleaños,    Torneos,    Colegios,    Ayuda Médica ,               ver todas                          ",4 Sedes:  - Sede Paternal: Fénix Fútbol - Sede Villa Devoto: Devoto Fútbol - Sede Agronomía: Garden Club - Sede Agronomía: Solanas Fútbol 5 
